"","V1"
"56210",1
"56211",1
"56212",1
"56213",1
"56214",1
"56215",1
"56216",1
"56217",1
"56218",1
"56219",1
"56220",1
"56221",0
"56222",1
"56223",1
"56224",1
"56225",0
"56226",1
"56227",0
"56228",0
"56229",0
"56230",0
"56231",0
"56232",1
"56233",1
"56234",1
"56235",1
"56236",1
"56237",1
"56238",0
"56239",0
"56240",1
"56241",1
"56242",1
"56243",0
"56244",1
"56245",1
"56246",1
"56247",0
"56248",0
"56249",1
"56250",1
"56251",1
"56252",1
"56253",1
"56254",1
"56255",1
"56256",1
"56257",0
"56258",0
"56259",0
"56260",1
"56261",1
"56262",1
"56263",0
"56264",0
"56265",0
"56266",0
"56267",0
"56268",1
"56269",1
"56270",1
"56271",0
"56272",0
"56273",1
"56274",1
"56275",0
"56276",0
"56277",1
"56278",0
"56279",0
"56280",0
"56281",0
"56282",0
"56283",1
"56284",1
"56285",1
"56286",1
"56287",1
"56288",0
"56289",1
"56290",1
"56291",0
"56292",1
"56293",1
"56294",1
"56295",1
"56296",1
"56297",0
"56298",0
"56299",0
"56300",0
"56301",1
"56302",0
"56303",0
"56304",1
"56305",1
"56306",1
"56307",1
"56308",1
"56309",1
"56310",1
"56311",1
"56312",1
"56313",0
"56314",0
"56315",1
"56316",1
"56317",1
"56318",1
"56319",1
"56320",1
"56321",1
"56322",1
"56323",1
"56324",0
"56325",1
"56326",1
"56327",1
"56328",1
"56329",1
"56330",1
"56331",1
"56332",1
"56333",0
"56334",1
"56335",0
"56336",0
"56337",0
"56338",1
"56339",0
"56340",0
"56341",0
"56342",0
"56343",0
"56344",0
"56345",1
"56346",1
"56347",1
"56348",1
"56349",0
"56350",1
"56351",1
"56352",1
"56353",0
"56354",0
"56355",1
"56356",1
"56357",1
"56358",1
"56359",1
"56360",1
"56361",1
"56362",1
"56363",1
"56364",0
"56365",0
"56366",1
"56367",1
"56368",1
"56369",1
"56370",1
"56371",1
"56372",1
"56373",1
"56374",1
"56375",1
"56376",1
"56377",1
"56378",1
"56379",1
"56380",1
"56381",1
"56382",1
"56383",1
"56384",1
"56385",1
"56386",1
"56387",1
"56388",1
"56389",1
"56390",1
"56391",1
"56392",1
"56393",1
"56394",1
"56395",1
"56396",1
"56397",1
"56398",1
"56399",1
"56400",0
"56401",0
"56402",0
"56403",0
"56404",1
"56405",1
"56406",1
"56407",0
"56408",1
"56409",1
"56410",0
"56411",0
"56412",0
"56413",1
"56414",1
"56415",1
"56416",0
"56417",0
"56418",0
"56419",0
"56420",0
"56421",0
"56422",0
"56423",0
"56424",1
"56425",1
"56426",1
"56427",1
"56428",1
"56429",1
"56430",1
"56431",1
"56432",1
"56433",1
"56434",1
"56435",1
"56436",1
"56437",1
"56438",1
"56439",1
"56440",1
"56441",1
"56442",1
"56443",1
"56444",0
"56445",1
"56446",0
"56447",1
"56448",1
"56449",0
"56450",1
"56451",1
"56452",1
"56453",0
"56454",0
"56455",0
"56456",0
"56457",0
"56458",0
"56459",0
"56460",0
"56461",0
"56462",0
"56463",1
"56464",1
"56465",1
"56466",1
"56467",1
"56468",1
"56469",1
"56470",0
"56471",0
"56472",0
"56473",0
"56474",1
"56475",1
"56476",0
"56477",0
"56478",0
"56479",1
"56480",0
"56481",0
"56482",0
"56483",0
"56484",0
"56485",0
"56486",1
"56487",1
"56488",0
"56489",0
"56490",1
"56491",1
"56492",1
"56493",1
"56494",1
"56495",1
"56496",1
"56497",1
"56498",1
"56499",1
"56500",1
"56501",1
"56502",1
"56503",0
"56504",0
"56505",0
"56506",1
"56507",0
"56508",0
"56509",0
"56510",1
"56511",1
"56512",1
"56513",1
"56514",0
"56515",0
"56516",0
"56517",1
"56518",1
"56519",1
"56520",0
"56521",0
"56522",1
"56523",0
"56524",0
"56525",1
"56526",1
"56527",1
"56528",1
"56529",1
"56530",1
"56531",0
"56532",1
"56533",1
"56534",1
"56535",1
"56536",1
"56537",1
"56538",1
"56539",1
"56540",1
"56541",1
"56542",1
"56543",1
"56544",1
"56545",1
"56546",1
"56547",1
"56548",1
"56549",1
"56550",1
"56551",1
"56552",1
"56553",1
"56554",1
"56555",1
"56556",1
"56557",0
"56558",1
"56559",0
"56560",0
"56561",1
"56562",1
"56563",1
"56564",0
"56565",0
"56566",1
"56567",1
"56568",1
"56569",1
"56570",1
"56571",1
"56572",1
"56573",1
"56574",1
"56575",1
"56576",1
"56577",1
"56578",1
"56579",0
"56580",1
"56581",1
"56582",1
"56583",0
"56584",0
"56585",0
"56586",0
"56587",1
"56588",0
"56589",1
"56590",0
"56591",1
"56592",1
"56593",1
"56594",1
"56595",1
"56596",1
"56597",1
"56598",1
"56599",1
"56600",1
"56601",1
"56602",1
"56603",1
"56604",1
"56605",1
"56606",1
"56607",0
"56608",1
"56609",1
"56610",1
"56611",0
"56612",1
"56613",1
"56614",0
"56615",0
"56616",0
"56617",1
"56618",0
"56619",1
"56620",0
"56621",0
"56622",0
"56623",0
"56624",1
"56625",0
"56626",1
"56627",1
"56628",1
"56629",1
"56630",1
"56631",1
"56632",0
"56633",1
"56634",1
"56635",1
"56636",0
"56637",0
"56638",1
"56639",1
"56640",1
"56641",1
"56642",1
"56643",0
"56644",0
"56645",1
"56646",1
"56647",1
"56648",0
"56649",1
"56650",0
"56651",0
"56652",0
"56653",0
"56654",1
"56655",1
"56656",1
"56657",1
"56658",1
"56659",1
"56660",1
"56661",1
"56662",1
"56663",1
"56664",0
"56665",0
"56666",1
"56667",1
"56668",1
"56669",1
"56670",0
"56671",0
"56672",1
"56673",0
"56674",0
"56675",0
"56676",0
"56677",1
"56678",0
"56679",0
"56680",0
"56681",1
"56682",1
"56683",1
"56684",0
"56685",0
"56686",0
"56687",0
"56688",0
"56689",1
"56690",1
"56691",1
"56692",1
"56693",1
"56694",1
"56695",0
"56696",0
"56697",0
"56698",1
"56699",1
"56700",1
"56701",1
"56702",1
"56703",1
"56704",1
"56705",1
"56706",1
"56707",1
"56708",1
"56709",1
"56710",1
"56711",1
"56712",1
"56713",1
"56714",1
"56715",1
"56716",1
"56717",1
"56718",1
"56719",1
"56720",1
"56721",1
"56722",1
"56723",1
"56724",1
"56725",1
"56726",1
"56727",1
"56728",1
"56729",1
"56730",1
"56731",1
"56732",0
"56733",0
"56734",1
"56735",1
"56736",1
"56737",1
"56738",1
"56739",1
"56740",0
"56741",1
"56742",1
"56743",1
"56744",1
"56745",1
"56746",1
"56747",1
"56748",0
"56749",0
"56750",0
"56751",1
"56752",1
"56753",1
"56754",1
"56755",1
"56756",1
"56757",1
"56758",1
"56759",1
"56760",1
"56761",1
"56762",1
"56763",0
"56764",0
"56765",1
"56766",1
"56767",1
"56768",1
"56769",1
"56770",1
"56771",1
"56772",1
"56773",0
"56774",0
"56775",0
"56776",0
"56777",0
"56778",0
"56779",0
"56780",0
"56781",0
"56782",0
"56783",0
"56784",0
"56785",1
"56786",1
"56787",1
"56788",1
"56789",0
"56790",0
"56791",1
"56792",0
"56793",0
"56794",0
"56795",0
"56796",1
"56797",0
"56798",1
"56799",1
"56800",1
"56801",1
"56802",1
"56803",1
"56804",1
"56805",1
"56806",1
"56807",1
"56808",1
"56809",1
"56810",1
"56811",1
"56812",1
"56813",1
"56814",1
"56815",1
"56816",1
"56817",1
"56818",1
"56819",1
"56820",1
"56821",1
"56822",1
"56823",1
"56824",0
"56825",1
"56826",1
"56827",1
"56828",0
"56829",1
"56830",1
"56831",0
"56832",0
"56833",1
"56834",1
"56835",1
"56836",0
"56837",0
"56838",1
"56839",1
"56840",1
"56841",1
"56842",1
"56843",0
"56844",1
"56845",1
"56846",1
"56847",1
"56848",1
"56849",1
"56850",1
"56851",1
"56852",1
"56853",1
"56854",1
"56855",1
"56856",1
"56857",1
"56858",1
"56859",1
"56860",1
"56861",1
"56862",1
"56863",1
"56864",1
"56865",1
"56866",1
"56867",1
"56868",1
"56869",1
"56870",0
"56871",0
"56872",1
"56873",0
"56874",1
"56875",0
"56876",0
"56877",1
"56878",0
"56879",0
"56880",0
"56881",0
"56882",0
"56883",1
"56884",0
"56885",1
"56886",1
"56887",1
"56888",1
"56889",0
"56890",0
"56891",0
"56892",0
"56893",0
"56894",1
"56895",1
"56896",1
"56897",0
"56898",1
"56899",1
"56900",1
"56901",1
"56902",1
"56903",1
"56904",1
"56905",1
"56906",1
"56907",1
"56908",1
"56909",1
"56910",1
"56911",1
"56912",1
"56913",1
"56914",1
"56915",1
"56916",1
"56917",1
"56918",1
"56919",1
"56920",1
"56921",1
"56922",0
"56923",0
"56924",0
"56925",0
"56926",0
"56927",0
"56928",0
"56929",0
"56930",1
"56931",1
"56932",1
"56933",1
"56934",1
"56935",1
"56936",0
"56937",1
"56938",1
"56939",0
"56940",0
"56941",1
"56942",1
"56943",0
"56944",0
"56945",0
"56946",1
"56947",0
"56948",1
"56949",1
"56950",0
"56951",0
"56952",0
"56953",1
"56954",0
"56955",0
"56956",1
"56957",0
"56958",1
"56959",1
"56960",1
"56961",1
"56962",1
"56963",1
"56964",1
"56965",1
"56966",1
"56967",1
"56968",1
"56969",1
"56970",1
"56971",1
"56972",1
"56973",1
"56974",1
"56975",1
"56976",1
"56977",1
"56978",0
"56979",1
"56980",0
"56981",0
"56982",1
"56983",1
"56984",1
"56985",0
"56986",0
"56987",0
"56988",0
"56989",0
"56990",0
"56991",0
"56992",0
"56993",0
"56994",0
"56995",0
"56996",0
"56997",0
"56998",0
"56999",1
"57000",1
"57001",0
"57002",0
"57003",0
"57004",1
"57005",1
"57006",1
"57007",0
"57008",0
"57009",0
"57010",0
"57011",0
"57012",1
"57013",1
"57014",1
"57015",1
"57016",1
"57017",1
"57018",1
"57019",1
"57020",1
"57021",0
"57022",0
"57023",1
"57024",1
"57025",1
"57026",1
"57027",0
"57028",1
"57029",1
"57030",1
"57031",1
"57032",0
"57033",0
"57034",1
"57035",0
"57036",0
"57037",0
"57038",1
"57039",1
"57040",0
"57041",0
"57042",1
"57043",1
"57044",1
"57045",1
"57046",1
"57047",0
"57048",0
"57049",0
"57050",0
"57051",0
"57052",0
"57053",0
"57054",0
"57055",0
"57056",1
"57057",0
"57058",1
"57059",1
"57060",0
"57061",0
"57062",0
"57063",1
"57064",1
"57065",1
"57066",1
"57067",1
"57068",1
"57069",0
"57070",0
"57071",1
"57072",1
"57073",1
"57074",0
"57075",0
"57076",1
"57077",1
"57078",1
"57079",1
"57080",1
"57081",1
"57082",1
"57083",1
"57084",1
"57085",0
"57086",0
"57087",1
"57088",1
"57089",0
"57090",1
"57091",1
"57092",0
"57093",0
"57094",1
"57095",1
"57096",1
"57097",1
"57098",1
"57099",1
"57100",1
"57101",1
"57102",1
"57103",1
"57104",1
"57105",1
"57106",1
"57107",1
"57108",0
"57109",0
"57110",1
"57111",1
"57112",1
"57113",1
"57114",1
"57115",0
"57116",1
"57117",0
"57118",0
"57119",1
"57120",0
"57121",0
"57122",0
"57123",0
"57124",0
"57125",0
"57126",1
"57127",1
"57128",0
"57129",1
"57130",1
"57131",1
"57132",1
"57133",1
"57134",1
"57135",1
"57136",1
"57137",1
"57138",1
"57139",1
"57140",1
"57141",1
"57142",1
"57143",1
"57144",1
"57145",1
"57146",1
"57147",1
"57148",1
"57149",1
"57150",1
"57151",1
"57152",1
"57153",1
"57154",1
"57155",1
"57156",0
"57157",0
"57158",0
"57159",1
"57160",1
"57161",1
"57162",1
"57163",1
"57164",1
"57165",1
"57166",1
"57167",1
"57168",1
"57169",1
"57170",1
"57171",1
"57172",1
"57173",1
"57174",1
"57175",1
"57176",1
"57177",1
"57178",1
"57179",1
"57180",1
"57181",1
"57182",1
"57183",1
"57184",1
"57185",0
"57186",1
"57187",1
"57188",1
"57189",0
"57190",0
"57191",1
"57192",1
"57193",1
"57194",1
"57195",1
"57196",0
"57197",0
"57198",0
"57199",1
"57200",1
"57201",1
"57202",0
"57203",1
"57204",1
"57205",1
"57206",1
"57207",1
"57208",1
"57209",1
"57210",1
"57211",1
"57212",1
"57213",1
"57214",1
"57215",0
"57216",0
"57217",0
"57218",0
"57219",0
"57220",0
"57221",0
"57222",0
"57223",1
"57224",1
"57225",1
"57226",1
"57227",1
"57228",1
"57229",1
"57230",1
"57231",1
"57232",0
"57233",0
"57234",1
"57235",0
"57236",0
"57237",0
"57238",1
"57239",1
"57240",0
"57241",1
"57242",1
"57243",1
"57244",1
"57245",1
"57246",0
"57247",1
"57248",0
"57249",0
"57250",0
"57251",0
"57252",1
"57253",0
"57254",0
"57255",1
"57256",0
"57257",1
"57258",1
"57259",1
"57260",1
"57261",1
"57262",0
"57263",1
"57264",0
"57265",0
"57266",1
"57267",1
"57268",1
"57269",1
"57270",0
"57271",1
"57272",0
"57273",0
"57274",1
"57275",1
"57276",0
"57277",0
"57278",0
"57279",0
"57280",1
"57281",0
"57282",0
"57283",0
"57284",0
"57285",0
"57286",1
"57287",1
"57288",1
"57289",0
"57290",1
"57291",1
"57292",1
"57293",1
"57294",1
"57295",1
"57296",1
"57297",1
"57298",1
"57299",1
"57300",1
"57301",0
"57302",0
"57303",0
"57304",1
"57305",1
"57306",1
"57307",0
"57308",0
"57309",1
"57310",1
"57311",1
"57312",1
"57313",1
"57314",0
"57315",1
"57316",1
"57317",1
"57318",0
"57319",0
"57320",0
"57321",0
"57322",0
"57323",0
"57324",0
"57325",0
"57326",0
"57327",0
"57328",0
"57329",0
"57330",0
"57331",0
"57332",1
"57333",1
"57334",1
"57335",0
"57336",0
"57337",0
"57338",0
"57339",1
"57340",1
"57341",1
"57342",1
"57343",1
"57344",1
"57345",1
"57346",1
"57347",0
"57348",1
"57349",1
"57350",1
"57351",1
"57352",0
"57353",0
"57354",0
"57355",0
"57356",0
"57357",1
"57358",1
"57359",1
"57360",1
"57361",1
"57362",1
"57363",1
"57364",1
"57365",1
"57366",1
"57367",1
"57368",1
"57369",1
"57370",1
"57371",1
"57372",1
"57373",1
"57374",1
"57375",1
"57376",1
"57377",1
"57378",0
"57379",1
"57380",1
"57381",1
"57382",1
"57383",1
"57384",1
"57385",1
"57386",1
"57387",1
"57388",0
"57389",1
"57390",1
"57391",1
"57392",1
"57393",1
"57394",1
"57395",1
"57396",1
"57397",0
"57398",1
"57399",0
"57400",0
"57401",1
"57402",1
"57403",1
"57404",1
"57405",1
"57406",1
"57407",1
"57408",1
"57409",0
"57410",1
"57411",1
"57412",1
"57413",1
"57414",1
"57415",1
"57416",1
"57417",0
"57418",1
"57419",0
"57420",0
"57421",1
"57422",1
"57423",1
"57424",1
"57425",1
"57426",1
"57427",1
"57428",1
"57429",1
"57430",0
"57431",0
"57432",0
"57433",0
"57434",0
"57435",0
"57436",1
"57437",1
"57438",1
"57439",1
"57440",1
"57441",1
"57442",0
"57443",1
"57444",1
"57445",0
"57446",0
"57447",0
"57448",0
"57449",1
"57450",0
"57451",1
"57452",1
"57453",1
"57454",0
"57455",0
"57456",0
"57457",0
"57458",0
"57459",0
"57460",1
"57461",1
"57462",0
"57463",0
"57464",1
"57465",1
"57466",1
"57467",1
"57468",1
"57469",1
"57470",1
"57471",1
"57472",1
"57473",1
"57474",1
"57475",0
"57476",0
"57477",1
"57478",1
"57479",0
"57480",0
"57481",0
"57482",0
"57483",0
"57484",0
"57485",1
"57486",1
"57487",0
"57488",0
"57489",0
"57490",0
"57491",1
"57492",0
"57493",0
"57494",0
"57495",0
"57496",0
"57497",0
"57498",1
"57499",1
"57500",1
"57501",0
"57502",0
"57503",0
"57504",1
"57505",0
"57506",0
"57507",0
"57508",0
"57509",0
"57510",0
"57511",1
"57512",1
"57513",1
"57514",0
"57515",0
"57516",1
"57517",1
"57518",1
"57519",1
"57520",1
"57521",1
"57522",1
"57523",1
"57524",1
"57525",1
"57526",1
"57527",1
"57528",1
"57529",1
"57530",1
"57531",0
"57532",0
"57533",0
"57534",0
"57535",0
"57536",0
"57537",0
"57538",0
"57539",0
"57540",0
"57541",0
"57542",1
"57543",1
"57544",1
"57545",1
"57546",1
"57547",0
"57548",1
"57549",1
"57550",0
"57551",0
"57552",0
"57553",1
"57554",1
"57555",1
"57556",0
"57557",0
"57558",0
"57559",0
"57560",0
"57561",0
"57562",0
"57563",0
"57564",0
"57565",1
"57566",1
"57567",0
"57568",0
"57569",1
"57570",1
"57571",1
"57572",0
"57573",1
"57574",0
"57575",1
"57576",1
"57577",1
"57578",1
"57579",1
"57580",0
"57581",0
"57582",1
"57583",1
"57584",0
"57585",1
"57586",1
"57587",0
"57588",1
"57589",1
"57590",0
"57591",1
"57592",1
"57593",0
"57594",0
"57595",0
"57596",1
"57597",1
"57598",1
"57599",1
"57600",1
"57601",1
"57602",1
"57603",1
"57604",0
"57605",1
"57606",0
"57607",1
"57608",0
"57609",1
"57610",1
"57611",1
"57612",1
"57613",1
"57614",1
"57615",1
"57616",1
"57617",0
"57618",1
"57619",1
"57620",1
"57621",1
"57622",1
"57623",1
"57624",1
"57625",1
"57626",1
"57627",1
"57628",1
"57629",1
"57630",1
"57631",1
"57632",0
"57633",0
"57634",1
"57635",1
"57636",0
"57637",1
"57638",1
"57639",1
"57640",0
"57641",1
"57642",1
"57643",0
"57644",1
"57645",1
"57646",1
"57647",1
"57648",0
"57649",1
"57650",1
"57651",1
"57652",1
"57653",1
"57654",1
"57655",0
"57656",0
"57657",1
"57658",0
"57659",0
"57660",0
"57661",0
"57662",1
"57663",0
"57664",0
"57665",1
"57666",0
"57667",0
"57668",0
"57669",1
"57670",1
"57671",1
"57672",0
"57673",0
"57674",0
"57675",1
"57676",1
"57677",1
"57678",1
"57679",1
"57680",0
"57681",0
"57682",1
"57683",1
"57684",1
"57685",1
"57686",1
"57687",1
"57688",0
"57689",0
"57690",1
"57691",1
"57692",1
"57693",1
"57694",0
"57695",1
"57696",1
"57697",1
"57698",1
"57699",1
"57700",1
"57701",1
"57702",1
"57703",1
"57704",1
"57705",1
"57706",1
"57707",1
"57708",1
"57709",1
"57710",1
"57711",1
"57712",1
"57713",1
"57714",0
"57715",0
"57716",1
"57717",0
"57718",0
"57719",0
"57720",0
"57721",0
"57722",0
"57723",1
"57724",1
"57725",0
"57726",0
"57727",1
"57728",1
"57729",0
"57730",1
"57731",1
"57732",0
"57733",0
"57734",1
"57735",1
"57736",0
"57737",0
"57738",0
"57739",0
"57740",1
"57741",1
"57742",0
"57743",0
"57744",1
"57745",1
"57746",1
"57747",1
"57748",1
"57749",1
"57750",1
"57751",1
"57752",1
"57753",1
"57754",1
"57755",1
"57756",1
"57757",1
"57758",1
"57759",1
"57760",0
"57761",0
"57762",0
"57763",1
"57764",1
"57765",0
"57766",0
"57767",1
"57768",0
"57769",0
"57770",0
"57771",0
"57772",0
"57773",0
"57774",0
"57775",0
"57776",1
"57777",1
"57778",1
"57779",1
"57780",1
"57781",0
"57782",0
"57783",0
"57784",0
"57785",0
"57786",0
"57787",0
"57788",1
"57789",1
"57790",1
"57791",1
"57792",1
"57793",1
"57794",1
"57795",1
"57796",0
"57797",1
"57798",1
"57799",1
"57800",1
"57801",0
"57802",0
"57803",0
"57804",0
"57805",0
"57806",0
"57807",0
"57808",0
"57809",0
"57810",1
"57811",1
"57812",1
"57813",0
"57814",1
"57815",0
"57816",1
"57817",1
"57818",1
"57819",1
"57820",1
"57821",1
"57822",1
"57823",1
"57824",1
"57825",1
"57826",1
"57827",1
"57828",1
"57829",1
"57830",0
"57831",1
"57832",1
"57833",0
"57834",0
"57835",1
"57836",1
"57837",1
"57838",1
"57839",1
"57840",1
"57841",1
"57842",1
"57843",0
"57844",1
"57845",1
"57846",1
"57847",1
"57848",1
"57849",0
"57850",1
"57851",1
"57852",0
"57853",1
"57854",1
"57855",1
"57856",1
"57857",0
"57858",1
"57859",1
"57860",1
"57861",0
"57862",0
"57863",1
"57864",1
"57865",1
"57866",1
"57867",1
"57868",1
"57869",1
"57870",1
"57871",1
"57872",1
"57873",1
"57874",1
"57875",1
"57876",1
"57877",1
"57878",1
"57879",1
"57880",1
"57881",1
"57882",0
"57883",0
"57884",0
"57885",0
"57886",1
"57887",0
"57888",1
"57889",1
"57890",0
"57891",0
"57892",0
"57893",0
"57894",0
"57895",0
"57896",0
"57897",0
"57898",0
"57899",1
"57900",1
"57901",1
"57902",0
"57903",0
"57904",0
"57905",0
"57906",0
"57907",0
"57908",0
"57909",0
"57910",0
"57911",0
"57912",0
"57913",0
"57914",1
"57915",1
"57916",1
"57917",1
"57918",1
"57919",1
"57920",1
"57921",1
"57922",1
"57923",1
"57924",0
"57925",0
"57926",0
"57927",1
"57928",1
"57929",1
"57930",1
"57931",1
"57932",1
"57933",1
"57934",0
"57935",0
"57936",0
"57937",0
"57938",1
"57939",1
"57940",1
"57941",1
"57942",1
"57943",1
"57944",1
"57945",1
"57946",1
"57947",1
"57948",1
"57949",0
"57950",0
"57951",1
"57952",1
"57953",0
"57954",1
"57955",1
"57956",1
"57957",1
"57958",1
"57959",1
"57960",1
"57961",1
"57962",0
"57963",0
"57964",1
"57965",1
"57966",1
"57967",1
"57968",1
"57969",1
"57970",1
"57971",1
"57972",1
"57973",1
"57974",1
"57975",0
"57976",0
"57977",0
"57978",1
"57979",1
"57980",1
"57981",1
"57982",0
"57983",0
"57984",0
"57985",0
"57986",0
"57987",0
"57988",1
"57989",1
"57990",1
"57991",1
"57992",1
"57993",1
"57994",1
"57995",1
"57996",1
"57997",1
"57998",0
"57999",0
"58000",1
"58001",1
"58002",0
"58003",1
"58004",1
"58005",1
"58006",1
"58007",1
"58008",1
"58009",1
"58010",1
"58011",1
"58012",1
"58013",1
"58014",1
"58015",1
"58016",1
"58017",1
"58018",1
"58019",1
"58020",1
"58021",1
"58022",1
"58023",1
"58024",1
"58025",1
"58026",1
"58027",1
"58028",1
"58029",1
"58030",1
"58031",1
"58032",1
"58033",1
"58034",1
"58035",1
"58036",1
"58037",1
"58038",1
"58039",1
"58040",1
"58041",1
"58042",1
"58043",1
"58044",1
"58045",1
"58046",1
"58047",1
"58048",1
"58049",1
"58050",1
"58051",1
"58052",1
"58053",1
"58054",1
"58055",1
"58056",1
"58057",1
"58058",1
"58059",1
"58060",0
"58061",1
"58062",0
"58063",0
"58064",0
"58065",0
"58066",1
"58067",1
"58068",1
"58069",1
"58070",1
"58071",0
"58072",0
"58073",1
"58074",0
"58075",0
"58076",0
"58077",1
"58078",1
"58079",0
"58080",1
"58081",1
"58082",1
"58083",1
"58084",1
"58085",1
"58086",1
"58087",1
"58088",1
"58089",1
"58090",1
"58091",0
"58092",0
"58093",0
"58094",0
"58095",0
"58096",0
"58097",1
"58098",0
"58099",1
"58100",1
"58101",1
"58102",1
"58103",1
"58104",1
"58105",1
"58106",1
"58107",0
"58108",1
"58109",1
"58110",1
"58111",1
"58112",1
"58113",1
"58114",0
"58115",0
"58116",0
"58117",1
"58118",1
"58119",0
"58120",0
"58121",0
"58122",1
"58123",1
"58124",1
"58125",1
"58126",1
"58127",1
"58128",1
"58129",0
"58130",1
"58131",0
"58132",1
"58133",0
"58134",1
"58135",0
"58136",0
"58137",0
"58138",0
"58139",0
"58140",1
"58141",0
"58142",0
"58143",0
"58144",0
"58145",0
"58146",0
"58147",1
"58148",1
"58149",1
"58150",0
"58151",0
"58152",0
"58153",1
"58154",1
"58155",0
"58156",0
"58157",0
"58158",1
"58159",1
"58160",1
"58161",1
"58162",1
"58163",1
"58164",1
"58165",1
"58166",1
"58167",1
"58168",0
"58169",1
"58170",1
"58171",1
"58172",1
"58173",1
"58174",0
"58175",0
"58176",1
"58177",1
"58178",0
"58179",0
"58180",0
"58181",0
"58182",0
"58183",0
"58184",0
"58185",1
"58186",0
"58187",0
"58188",1
"58189",0
"58190",1
"58191",1
"58192",0
"58193",0
"58194",0
"58195",0
"58196",0
"58197",0
"58198",0
"58199",1
"58200",1
"58201",1
"58202",1
"58203",1
"58204",0
"58205",1
"58206",1
"58207",1
"58208",1
"58209",1
"58210",0
"58211",1
"58212",1
"58213",0
"58214",0
"58215",1
"58216",0
"58217",1
"58218",1
"58219",1
"58220",1
"58221",1
"58222",1
"58223",1
"58224",1
"58225",1
"58226",1
"58227",1
"58228",1
"58229",1
"58230",1
"58231",1
"58232",1
"58233",0
"58234",0
"58235",0
"58236",0
"58237",0
"58238",1
"58239",1
"58240",1
"58241",1
"58242",1
"58243",1
"58244",1
"58245",1
"58246",1
"58247",1
"58248",1
"58249",1
"58250",1
"58251",1
"58252",1
"58253",1
"58254",1
"58255",1
"58256",0
"58257",0
"58258",1
"58259",1
"58260",1
"58261",1
"58262",1
"58263",1
"58264",1
"58265",1
"58266",1
"58267",0
"58268",1
"58269",1
"58270",0
"58271",0
"58272",0
"58273",0
"58274",0
"58275",0
"58276",0
"58277",0
"58278",0
"58279",0
"58280",1
"58281",0
"58282",0
"58283",0
"58284",0
"58285",0
"58286",0
"58287",1
"58288",1
"58289",0
"58290",0
"58291",0
"58292",0
"58293",0
"58294",0
"58295",1
"58296",0
"58297",0
"58298",0
"58299",0
"58300",1
"58301",1
"58302",0
"58303",0
"58304",0
"58305",0
"58306",0
"58307",0
"58308",1
"58309",0
"58310",1
"58311",0
"58312",1
"58313",1
"58314",1
"58315",1
"58316",1
"58317",1
"58318",1
"58319",1
"58320",1
"58321",1
"58322",1
"58323",0
"58324",0
"58325",1
"58326",1
"58327",1
"58328",1
"58329",1
"58330",1
"58331",1
"58332",1
"58333",1
"58334",1
"58335",0
"58336",0
"58337",0
"58338",0
"58339",1
"58340",1
"58341",1
"58342",1
"58343",1
"58344",1
"58345",1
"58346",0
"58347",0
"58348",1
"58349",1
"58350",1
"58351",1
"58352",1
"58353",0
"58354",0
"58355",1
"58356",1
"58357",1
"58358",1
"58359",1
"58360",1
"58361",1
"58362",1
"58363",0
"58364",0
"58365",1
"58366",1
"58367",1
"58368",1
"58369",1
"58370",0
"58371",0
"58372",1
"58373",1
"58374",1
"58375",1
"58376",1
"58377",1
"58378",1
"58379",1
"58380",1
"58381",1
"58382",1
"58383",1
"58384",1
"58385",1
"58386",0
"58387",0
"58388",0
"58389",1
"58390",1
"58391",0
"58392",1
"58393",1
"58394",1
"58395",0
"58396",0
"58397",1
"58398",0
"58399",0
"58400",0
"58401",1
"58402",1
"58403",1
"58404",1
"58405",1
"58406",1
"58407",0
"58408",1
"58409",0
"58410",1
"58411",1
"58412",1
"58413",1
"58414",1
"58415",1
"58416",1
"58417",1
"58418",1
"58419",1
"58420",1
"58421",1
"58422",1
"58423",0
"58424",0
"58425",0
"58426",0
"58427",0
"58428",0
"58429",1
"58430",1
"58431",1
"58432",1
"58433",1
"58434",1
"58435",1
"58436",1
"58437",1
"58438",1
"58439",0
"58440",0
"58441",1
"58442",1
"58443",1
"58444",1
"58445",1
"58446",1
"58447",0
"58448",1
"58449",1
"58450",1
"58451",0
"58452",1
"58453",1
"58454",0
"58455",0
"58456",0
"58457",1
"58458",0
"58459",1
"58460",1
"58461",0
"58462",0
"58463",0
"58464",1
"58465",1
"58466",0
"58467",1
"58468",1
"58469",1
"58470",1
"58471",1
"58472",1
"58473",1
"58474",0
"58475",0
"58476",0
"58477",0
"58478",0
"58479",1
"58480",1
"58481",1
"58482",0
"58483",0
"58484",1
"58485",1
"58486",1
"58487",1
"58488",1
"58489",1
"58490",1
"58491",1
"58492",1
"58493",1
"58494",1
"58495",1
"58496",0
"58497",0
"58498",0
"58499",1
"58500",0
"58501",0
"58502",0
"58503",1
"58504",0
"58505",0
"58506",0
"58507",1
"58508",0
"58509",1
"58510",1
"58511",1
"58512",0
"58513",0
"58514",1
"58515",1
"58516",1
"58517",1
"58518",1
"58519",1
"58520",1
"58521",1
"58522",1
"58523",0
"58524",0
"58525",0
"58526",0
"58527",1
"58528",1
"58529",1
"58530",0
"58531",0
"58532",0
"58533",1
"58534",1
"58535",1
"58536",1
"58537",1
"58538",1
"58539",1
"58540",1
"58541",1
